"","customer_no","invoice_no","amount","shipper_no","shipper_date","confirm_exception","confirm_response","confirm_pct"
"89273","c00692","i89435",87,"s87051",2021-11-24,0,"Confirmed, Balance OK",1
"89274","c00018","i89407",99,"s87052",2021-11-24,0,"Confirmed, Balance OK",1
"89275","c00394","i89327",100,"s87053",2021-11-24,0,"Confirmed, Balance OK",1
"89276","c00514","i89339",78,"s87054",2021-11-24,0,"Confirmed, Balance OK",1
"89277","c00482","i89461",336,"s87055",2021-11-24,0,"Confirmed, Balance OK",1
"89278","c00377","i89329",0,"s87056",2021-11-24,0,"Confirmed, Balance OK",1
"89279","c00321","i89317",46,"s87057",2021-11-24,0,"Confirmed, Balance OK",1
"89280","c00778","i89355",75,"s87058",2021-11-24,0,"Confirmed, Balance OK",1
"89281","c00783","i89283",144,"s87059",2021-11-24,0,"Confirmed, Balance OK",1
"89290","c00742","i89377",0,"s87279",2021-11-25,0,"Confirmed, Balance OK",1
"89291","c00259","i89376",264,"s87280",2021-11-25,0,"Confirmed, Balance OK",1
"89292","c00215","i89388",256,"s87281",2021-11-25,0,"Confirmed, Balance OK",1
"89293","c00652","i89262",156,"s87282",2021-11-25,0,"Confirmed, Balance OK",1
"89294","c00640","i89306",312,"s87283",2021-11-25,0,"Confirmed, Balance OK",1
"89295","c00420","i89297",798,"s87284",2021-11-25,0,"Confirmed, Balance OK",1
"89296","c00847","i89477",31,"s87285",2021-11-25,0,"Confirmed, Balance OK",1
"89297","c00739","i89264",0,"s87286",2021-11-25,0,"Confirmed, Balance OK",1
"89298","c00507","i89515",129,"s87287",2021-11-25,0,"Confirmed, Balance OK",1
"89310","c00154","i89391",50,"s87537",2021-11-26,0,"Confirmed, Balance OK",1
"89311","c00310","i89372",174,"s87538",2021-11-26,0,"Confirmed, Balance OK",1
"89312","c00863","i89366",132,"s87539",2021-11-26,1,"Customer cannot pay",0.733937941589393
"89313","c00602","i89445",0,"s87540",2021-11-26,0,"Confirmed, Balance OK",1
"89314","c00589","i89309",44,"s87541",2021-11-26,0,"Confirmed, Balance OK",1
"89315","c00435","i89269",160,"s87542",2021-11-26,0,"Confirmed, Balance OK",1
"89316","c00034","i89353",111,"s87543",2021-11-26,1,"Unable to confirm balance",0.720023307462688
"89317","c00445","i89278",90,"s87544",2021-11-26,0,"Confirmed, Balance OK",1
"89318","c00917","i89392",290,"s87545",2021-11-26,0,"Confirmed, Balance OK",1
"89331","c00362","i89247",162,"s87801",2021-11-27,0,"Confirmed, Balance OK",1
"89332","c00596","i89418",0,"s87802",2021-11-27,0,"Confirmed, Balance OK",1
"89333","c00459","i89506",0,"s87803",2021-11-27,0,"Confirmed, Balance OK",1
"89334","c00113","i89422",240,"s87804",2021-11-27,0,"Confirmed, Balance OK",1
"89335","c00496","i89301",126,"s87805",2021-11-27,0,"Confirmed, Balance OK",1
"89336","c00394","i89411",0,"s87806",2021-11-27,0,"Confirmed, Balance OK",1
"89337","c00311","i89389",0,"s87807",2021-11-27,0,"Confirmed, Balance OK",1
"89338","c00580","i89488",272,"s87808",2021-11-27,0,"Confirmed, Balance OK",1
"89343","c00613","i89383",74,"s88059",2021-11-28,0,"Confirmed, Balance OK",1
"89344","c00949","i89286",123,"s88060",2021-11-28,0,"Confirmed, Balance OK",1
"89345","c00431","i89420",124,"s88061",2021-11-28,0,"Confirmed, Balance OK",1
"89346","c00548","i89359",630,"s88062",2021-11-28,0,"Confirmed, Balance OK",1
"89347","c00362","i89508",62,"s88063",2021-11-28,0,"Confirmed, Balance OK",1
"89348","c00033","i89492",128,"s88064",2021-11-28,0,"Confirmed, Balance OK",1
"89349","c00060","i89270",204,"s88065",2021-11-28,0,"Confirmed, Balance OK",1
"89350","c00749","i89332",174,"s88066",2021-11-28,0,"Confirmed, Balance OK",1
"89351","c00483","i89481",100,"s88067",2021-11-28,0,"Confirmed, Balance OK",1
"89352","c00567","i89403",136,"s88068",2021-11-28,0,"Confirmed, Balance OK",1
"89360","c00551","i89275",38,"s88309",2021-11-29,0,"Confirmed, Balance OK",1
"89361","c00032","i89454",96,"s88310",2021-11-29,0,"Confirmed, Balance OK",1
"89362","c00885","i89287",112,"s88311",2021-11-29,0,"Confirmed, Balance OK",1
"89363","c00536","i89255",114,"s88312",2021-11-29,0,"Confirmed, Balance OK",1
"89364","c00012","i89381",0,"s88313",2021-11-29,0,"Confirmed, Balance OK",1
"89365","c00516","i89453",0,"s88314",2021-11-29,1,"No Response",0.763159337367397
"89366","c00679","i89479",124,"s88315",2021-11-29,0,"Confirmed, Balance OK",1
"89368","c00153","i89304",224,"s88317",2021-11-29,0,"Confirmed, Balance OK",1
"89369","c00892","i89305",300,"s88318",2021-11-29,0,"Confirmed, Balance OK",1
"89376","c00756","i89390",56,"s88542",2021-11-30,0,"Confirmed, Balance OK",1
"89377","c00173","i89413",234,"s88543",2021-11-30,0,"Confirmed, Balance OK",1
"89378","c00683","i89362",74,"s88544",2021-11-30,0,"Confirmed, Balance OK",1
"89379","c00957","i89424",56,"s88545",2021-11-30,0,"Confirmed, Balance OK",1
"89381","c00691","i89258",0,"s88547",2021-11-30,0,"Confirmed, Balance OK",1
"89382","c00859","i89438",540,"s88548",2021-11-30,0,"Confirmed, Balance OK",1
"89383","c00433","i89245",120,"s88549",2021-11-30,0,"Confirmed, Balance OK",1
"89384","c00555","i89466",48,"s88550",2021-11-30,0,"Confirmed, Balance OK",1
"89385","c00346","i89260",45,"s88551",2021-11-30,0,"Confirmed, Balance OK",1
"89392","c00373","i89436",120,"s88812",2021-12-01,0,"Confirmed, Balance OK",1
"89393","c00680","i89276",116,"s88813",2021-12-01,0,"Confirmed, Balance OK",1
"89394","c00371","i89347",72,"s88814",2021-12-01,0,"Confirmed, Balance OK",1
"89395","c00981","i89244",210,"s88815",2021-12-01,0,"Confirmed, Balance OK",1
"89396","c00076","i89432",186,"s88816",2021-12-01,0,"Confirmed, Balance OK",1
"89397","c00782","i89473",69,"s88817",2021-12-01,0,"Confirmed, Balance OK",1
"89398","c00452","i89421",64,"s88818",2021-12-01,0,"Confirmed, Balance OK",1
"89399","c00865","i89342",248,"s88819",2021-12-01,0,"Confirmed, Balance OK",1
"89407","c00032","i89489",141,"s89078",2021-12-02,0,"Confirmed, Balance OK",1
"89408","c00476","i89310",58,"s89079",2021-12-02,0,"Confirmed, Balance OK",1
"89409","c00881","i89405",396,"s89080",2021-12-02,0,"Confirmed, Balance OK",1
"89410","c00686","i89447",80,"s89081",2021-12-02,0,"Confirmed, Balance OK",1
"89411","c00013","i89395",456,"s89082",2021-12-02,0,"Confirmed, Balance OK",1
"89416","c00977","i89474",64,"s89356",2021-12-03,1,"Customer claims to have returned the goods",0.82025498009054
"89417","c00817","i89367",162,"s89357",2021-12-03,0,"Confirmed, Balance OK",1
"89418","c00647","i89467",102,"s89358",2021-12-03,0,"Confirmed, Balance OK",1
"89419","c00684","i89458",31,"s89359",2021-12-03,0,"Confirmed, Balance OK",1
"89420","c00514","i89250",124,"s89360",2021-12-03,0,"Confirmed, Balance OK",1
"89421","c00576","i89514",216,"s89361",2021-12-03,0,"Confirmed, Balance OK",1
"89428","c00571","i89326",40,"s89660",2021-12-04,0,"Confirmed, Balance OK",1
"89429","c00917","i89350",216,"s89661",2021-12-04,0,"Confirmed, Balance OK",1
"89433","c00262","i89452",348,"s89941",2021-12-05,0,"Confirmed, Balance OK",1
"89434","c00047","i89468",138,"s89942",2021-12-05,0,"Confirmed, Balance OK",1
"89435","c00193","i89328",243,"s89943",2021-12-05,0,"Confirmed, Balance OK",1
"89436","c00090","i89500",261,"s89944",2021-12-05,0,"Confirmed, Balance OK",1
"89437","c00073","i89398",140,"s89945",2021-12-05,0,"Confirmed, Balance OK",1
"89438","c00953","i89315",375,"s89946",2021-12-05,0,"Confirmed, Balance OK",1
"89447","c00939","i89444",120,"s90209",2021-12-06,0,"Confirmed, Balance OK",1
"89448","c00329","i89472",198,"s90210",2021-12-06,0,"Confirmed, Balance OK",1
"89449","c00271","i89281",0,"s90211",2021-12-06,1,"Unable to confirm balance",0.762312647656072
"89450","c00099","i89394",72,"s90212",2021-12-06,0,"Confirmed, Balance OK",1
"89456","c00642","i89378",0,"s90502",2021-12-07,0,"Confirmed, Balance OK",1
"89457","c00236","i89510",180,"s90503",2021-12-07,0,"Confirmed, Balance OK",1
"89458","c00511","i89382",111,"s90504",2021-12-07,0,"Confirmed, Balance OK",1
"89459","c00571","i89288",64,"s90505",2021-12-07,0,"Confirmed, Balance OK",1
"89460","c00529","i89412",100,"s90506",2021-12-07,0,"Confirmed, Balance OK",1
"89461","c00072","i89254",58,"s90507",2021-12-07,0,"Confirmed, Balance OK",1
"89463","c00249","i89345",44,"s90780",2021-12-08,1,"Customer will not pay shipping",0.878903378923424
"89469","c00411","i89486",0,"s91072",2021-12-09,1,"Unable to confirm balance",0.659837438582908
"89470","c00496","i89259",140,"s91073",2021-12-09,0,"Confirmed, Balance OK",1
"89474","c00448","i89336",108,"s91322",2021-12-10,0,"Confirmed, Balance OK",1
"89475","c00614","i89313",300,"s91323",2021-12-10,0,"Confirmed, Balance OK",1
"89476","c00178","i89302",124,"s91324",2021-12-10,0,"Confirmed, Balance OK",1
"89479","c00409","i89459",380,"s91569",2021-12-11,0,"Confirmed, Balance OK",1
"89481","c00899","i89357",102,"s91848",2021-12-12,0,"Confirmed, Balance OK",1
"89482","c00584","i89354",75,"s91849",2021-12-12,0,"Confirmed, Balance OK",1
"89484","c00834","i89460",0,"s92110",2021-12-13,0,"Confirmed, Balance OK",1
"89487","c00899","i89267",0,"s92405",2021-12-14,0,"Confirmed, Balance OK",1
"89488","c00279","i89324",150,"s92406",2021-12-14,0,"Confirmed, Balance OK",1
"89489","c00098","i89482",69,"s92407",2021-12-14,0,"Confirmed, Balance OK",1
"89493","c00908","i89450",420,"s92697",2021-12-15,0,"Confirmed, Balance OK",1
"89495","c00081","i89320",100,"s92699",2021-12-15,0,"Confirmed, Balance OK",1
"89498","c00074","i89426",138,"s92952",2021-12-16,0,"Confirmed, Balance OK",1
"89502","c00440","i89246",90,"s93484",2021-12-18,0,"Confirmed, Balance OK",1
"89503","c00379","i89257",280,"s93745",2021-12-19,0,"Confirmed, Balance OK",1
"89504","c00501","i89499",186,"s93746",2021-12-19,1,"Customer claims fraction of the amount charged",0.778753206180409
"89506","c00577","i89397",30,"s94018",2021-12-20,0,"Confirmed, Balance OK",1
"89507","c00705","i89365",464,"s94256",2021-12-21,1,"No Response",0.876725811697543
"89509","c00703","i89319",180,"s95371",2021-12-25,0,"Confirmed, Balance OK",1
"89510","c00383","i89462",0,"s95648",2021-12-26,0,"Confirmed, Balance OK",1
"89514","c00887","i89448",99,"s98348",2022-01-06,0,"Confirmed, Balance OK",1
"89522","c00310","i89690",234,"s87065",2021-11-24,0,"Confirmed, Balance OK",1
"89523","c00262","i89778",99,"s87066",2021-11-24,1,"Customer cannot pay",0.794832425457425
"89524","c00193","i89712",144,"s87067",2021-11-24,0,"Confirmed, Balance OK",1
"89525","c00781","i89705",0,"s87068",2021-11-24,0,"Confirmed, Balance OK",1
"89526","c00444","i89648",0,"s87069",2021-11-24,0,"Confirmed, Balance OK",1
"89539","c00404","i89546",128,"s87300",2021-11-25,1,"Customer cannot pay",0.810116766158026
"89540","c00879","i89769",0,"s87301",2021-11-25,0,"Confirmed, Balance OK",1
"89542","c00859","i89766",279,"s87303",2021-11-25,0,"Confirmed, Balance OK",1
"89543","c00728","i89602",0,"s87304",2021-11-25,0,"Confirmed, Balance OK",1
"89544","c00449","i89704",138,"s87305",2021-11-25,0,"Confirmed, Balance OK",1
"89545","c00801","i89626",0,"s87306",2021-11-25,0,"Confirmed, Balance OK",1
"89546","c00898","i89681",33,"s87307",2021-11-25,1,"Customer will not pay shipping",0.61964502959745
"89547","c00500","i89625",624,"s87308",2021-11-25,0,"Confirmed, Balance OK",1
"89548","c00624","i89655",180,"s87309",2021-11-25,0,"Confirmed, Balance OK",1
"89549","c00210","i89752",192,"s87310",2021-11-25,0,"Confirmed, Balance OK",1
"89551","c00156","i89642",0,"s87312",2021-11-25,0,"Confirmed, Balance OK",1
"89552","c00602","i89720",348,"s87313",2021-11-25,0,"Confirmed, Balance OK",1
"89553","c00053","i89706",66,"s87314",2021-11-25,1,"Customer claims fraction of the amount charged",0.583950081923977
"89554","c00607","i89682",168,"s87315",2021-11-25,0,"Confirmed, Balance OK",1
"89567","c00328","i89548",204,"s87558",2021-11-26,0,"Confirmed, Balance OK",1
"89568","c00529","i89765",26,"s87559",2021-11-26,1,"Customer cannot pay",0.757339551758487
"89569","c00312","i89552",81,"s87560",2021-11-26,0,"Confirmed, Balance OK",1
"89570","c00490","i89561",272,"s87561",2021-11-26,0,"Confirmed, Balance OK",1
"89571","c00947","i89687",126,"s87562",2021-11-26,0,"Confirmed, Balance OK",1
"89572","c00239","i89777",84,"s87563",2021-11-26,0,"Confirmed, Balance OK",1
"89573","c00492","i89660",198,"s87564",2021-11-26,0,"Confirmed, Balance OK",1
"89574","c00526","i89678",0,"s87565",2021-11-26,0,"Confirmed, Balance OK",1
"89575","c00679","i89714",336,"s87566",2021-11-26,0,"Confirmed, Balance OK",1
"89577","c00443","i89657",378,"s87568",2021-11-26,0,"Confirmed, Balance OK",1
"89578","c00263","i89716",93,"s87569",2021-11-26,0,"Confirmed, Balance OK",1
"89586","c00210","i89558",88,"s87816",2021-11-27,0,"Confirmed, Balance OK",1
"89587","c00393","i89741",0,"s87817",2021-11-27,1,"No Response",0.684030609107576
"89589","c00682","i89557",0,"s87819",2021-11-27,0,"Confirmed, Balance OK",1
"89590","c00613","i89735",0,"s87820",2021-11-27,0,"Confirmed, Balance OK",1
"89598","c00675","i89535",130,"s88076",2021-11-28,0,"Confirmed, Balance OK",1
"89599","c00168","i89646",132,"s88077",2021-11-28,0,"Confirmed, Balance OK",1
"89600","c00544","i89728",81,"s88078",2021-11-28,0,"Confirmed, Balance OK",1
"89601","c00828","i89775",0,"s88079",2021-11-28,0,"Confirmed, Balance OK",1
"89602","c00796","i89587",240,"s88080",2021-11-28,0,"Confirmed, Balance OK",1
"89603","c00110","i89544",120,"s88081",2021-11-28,0,"Confirmed, Balance OK",1
"89604","c00110","i89736",180,"s88082",2021-11-28,0,"Confirmed, Balance OK",1
"89605","c00912","i89600",272,"s88083",2021-11-28,1,"Customer claims fraction of the amount charged",0.60777404359309
"89606","c00411","i89651",594,"s88084",2021-11-28,0,"Confirmed, Balance OK",1
"89615","c00989","i89526",24,"s88326",2021-11-29,0,"Confirmed, Balance OK",1
"89616","c00096","i89637",930,"s88327",2021-11-29,0,"Confirmed, Balance OK",1
"89617","c00060","i89537",78,"s88328",2021-11-29,1,"Unable to confirm balance",0.83153272890253
"89618","c00137","i89671",90,"s88329",2021-11-29,0,"Confirmed, Balance OK",1
"89619","c00858","i89674",66,"s88330",2021-11-29,0,"Confirmed, Balance OK",1
"89620","c00520","i89536",198,"s88331",2021-11-29,0,"Confirmed, Balance OK",1
"89621","c00942","i89525",112,"s88332",2021-11-29,0,"Confirmed, Balance OK",1
"89622","c00625","i89629",123,"s88333",2021-11-29,0,"Confirmed, Balance OK",1
"89623","c00728","i89555",75,"s88334",2021-11-29,0,"Confirmed, Balance OK",1
"89624","c00866","i89697",234,"s88335",2021-11-29,0,"Confirmed, Balance OK",1
"89625","c00239","i89532",56,"s88336",2021-11-29,1,"Customer cannot pay",0.608757433278952
"89626","c00658","i89632",228,"s88337",2021-11-29,0,"Confirmed, Balance OK",1
"89627","c00062","i89715",50,"s88338",2021-11-29,1,"No Response",0.914244249102194
"89633","c00887","i89592",224,"s88557",2021-11-30,0,"Confirmed, Balance OK",1
"89634","c00129","i89545",0,"s88558",2021-11-30,0,"Confirmed, Balance OK",1
"89635","c00795","i89665",168,"s88559",2021-11-30,0,"Confirmed, Balance OK",1
"89636","c00691","i89662",288,"s88560",2021-11-30,0,"Confirmed, Balance OK",1
"89637","c00198","i89519",378,"s88561",2021-11-30,0,"Confirmed, Balance OK",1
"89638","c00785","i89693",81,"s88562",2021-11-30,0,"Confirmed, Balance OK",1
"89639","c00629","i89727",105,"s88563",2021-11-30,0,"Confirmed, Balance OK",1
"89640","c00196","i89762",35,"s88564",2021-11-30,0,"Confirmed, Balance OK",1
"89647","c00768","i89565",156,"s88826",2021-12-01,0,"Confirmed, Balance OK",1
"89648","c00013","i89597",0,"s88827",2021-12-01,0,"Confirmed, Balance OK",1
"89649","c00189","i89748",243,"s88828",2021-12-01,0,"Confirmed, Balance OK",1
"89650","c00276","i89634",148,"s88829",2021-12-01,0,"Confirmed, Balance OK",1
"89651","c00545","i89698",24,"s88830",2021-12-01,0,"Confirmed, Balance OK",1
"89652","c00069","i89751",29,"s88831",2021-12-01,0,"Confirmed, Balance OK",1
"89653","c00303","i89528",100,"s88832",2021-12-01,0,"Confirmed, Balance OK",1
"89654","c00905","i89694",544,"s88833",2021-12-01,0,"Confirmed, Balance OK",1
"89655","c00089","i89658",180,"s88834",2021-12-01,0,"Confirmed, Balance OK",1
"89661","c00019","i89524",336,"s89088",2021-12-02,0,"Confirmed, Balance OK",1
"89662","c00592","i89717",184,"s89089",2021-12-02,0,"Confirmed, Balance OK",1
"89669","c00625","i89726",112,"s89368",2021-12-03,0,"Confirmed, Balance OK",1
"89670","c00521","i89689",150,"s89369",2021-12-03,0,"Confirmed, Balance OK",1
"89672","c00690","i89554",216,"s89371",2021-12-03,0,"Confirmed, Balance OK",1
"89673","c00085","i89576",0,"s89372",2021-12-03,0,"Confirmed, Balance OK",1
"89678","c00618","i89692",60,"s89666",2021-12-04,0,"Confirmed, Balance OK",1
"89679","c00585","i89776",288,"s89667",2021-12-04,1,"Customer claims to have returned the goods",0.501379038207233
"89681","c00238","i89755",58,"s89669",2021-12-04,0,"Confirmed, Balance OK",1
"89686","c00513","i89551",56,"s89951",2021-12-05,0,"Confirmed, Balance OK",1
"89687","c00994","i89711",132,"s89952",2021-12-05,0,"Confirmed, Balance OK",1
"89692","c00220","i89531",0,"s90217",2021-12-06,1,"No Response",0.877232758149039
"89693","c00376","i89677",296,"s90218",2021-12-06,0,"Confirmed, Balance OK",1
"89694","c00689","i89567",240,"s90219",2021-12-06,0,"Confirmed, Balance OK",1
"89695","c00903","i89580",156,"s90220",2021-12-06,0,"Confirmed, Balance OK",1
"89696","c00712","i89599",90,"s90221",2021-12-06,0,"Confirmed, Balance OK",1
"89701","c00181","i89573",162,"s90512",2021-12-07,0,"Confirmed, Balance OK",1
"89702","c00925","i89708",88,"s90513",2021-12-07,1,"Customer claims fraction of the amount charged",0.950654558527749
"89703","c00447","i89754",160,"s90514",2021-12-07,0,"Confirmed, Balance OK",1
"89704","c00602","i89563",280,"s90515",2021-12-07,0,"Confirmed, Balance OK",1
"89705","c00039","i89647",168,"s90516",2021-12-07,0,"Confirmed, Balance OK",1
"89706","c00069","i89617",54,"s90517",2021-12-07,0,"Confirmed, Balance OK",1
"89707","c00174","i89586",99,"s90518",2021-12-07,0,"Confirmed, Balance OK",1
"89708","c00970","i89661",23,"s90519",2021-12-07,0,"Confirmed, Balance OK",1
"89709","c00950","i89594",351,"s90520",2021-12-07,0,"Confirmed, Balance OK",1
"89710","c00113","i89639",52,"s90521",2021-12-07,0,"Confirmed, Balance OK",1
"89712","c00656","i89613",42,"s90782",2021-12-08,0,"Confirmed, Balance OK",1
"89713","c00615","i89703",288,"s90783",2021-12-08,0,"Confirmed, Balance OK",1
"89714","c00384","i89627",148,"s90784",2021-12-08,0,"Confirmed, Balance OK",1
"89715","c00987","i89653",81,"s90785",2021-12-08,0,"Confirmed, Balance OK",1
"89716","c00987","i89562",0,"s90786",2021-12-08,0,"Confirmed, Balance OK",1
"89721","c00953","i89668",174,"s91078",2021-12-09,0,"Confirmed, Balance OK",1
"89725","c00240","i89529",90,"s91328",2021-12-10,0,"Confirmed, Balance OK",1
"89726","c00285","i89534",216,"s91329",2021-12-10,0,"Confirmed, Balance OK",1
"89731","c00444","i89577",102,"s91852",2021-12-12,0,"Confirmed, Balance OK",1
"89738","c00290","i89721",99,"s92117",2021-12-13,1,"Customer cannot pay",0.967410668616649
"89739","c00172","i89615",180,"s92118",2021-12-13,0,"Confirmed, Balance OK",1
"89740","c00311","i89734",0,"s92408",2021-12-14,0,"Confirmed, Balance OK",1
"89741","c00128","i89672",81,"s92409",2021-12-14,0,"Confirmed, Balance OK",1
"89745","c00598","i89583",408,"s92703",2021-12-15,0,"Confirmed, Balance OK",1
"89746","c00126","i89621",180,"s92704",2021-12-15,0,"Confirmed, Balance OK",1
"89749","c00097","i89670",32,"s92955",2021-12-16,1,"Customer cannot pay",0.791407666623127
"89752","c00876","i89737",136,"s93219",2021-12-17,0,"Confirmed, Balance OK",1
"89753","c00172","i89700",84,"s93220",2021-12-17,0,"Confirmed, Balance OK",1
"89754","c00181","i89601",248,"s93221",2021-12-17,0,"Confirmed, Balance OK",1
"89756","c00997","i89740",234,"s93486",2021-12-18,0,"Confirmed, Balance OK",1
"89758","c00514","i89743",75,"s93748",2021-12-19,0,"Confirmed, Balance OK",1
"89759","c00574","i89582",216,"s93749",2021-12-19,0,"Confirmed, Balance OK",1
"89760","c00803","i89779",136,"s93750",2021-12-19,0,"Confirmed, Balance OK",1
"89762","c00821","i89679",408,"s94532",2021-12-22,0,"Confirmed, Balance OK",1
