"no","customer_no","invoice_no","amount","shipper_no","shipper_date"
"86561","c00893","i86582",0,"s84150",2021-11-13
"86562","c00319","i86781",0,"s84151",2021-11-13
"86563","c00362","i86642",52,"s84152",2021-11-13
"86564","c00062","i86591",144,"s84153",2021-11-13
"86580","c00078","i86609",0,"s84419",2021-11-14
"86581","c00220","i86729",261,"s84420",2021-11-14
"86582","c00470","i86607",252,"s84421",2021-11-14
"86583","c00667","i86562",360,"s84422",2021-11-14
"86584","c00899","i86693",162,"s84423",2021-11-14
"86585","c00699","i86672",324,"s84424",2021-11-14
"86586","c00702","i86565",78,"s84425",2021-11-14
"86587","c00724","i86611",120,"s84426",2021-11-14
"86588","c00125","i86762",70,"s84427",2021-11-14
"86589","c00020","i86661",23,"s84428",2021-11-14
"86590","c00237","i86755",174,"s84429",2021-11-14
"86601","c00931","i86653",81,"s84669",2021-11-15
"86602","c00129","i86597",108,"s84670",2021-11-15
"86603","c00552","i86586",99,"s84671",2021-11-15
"86604","c00027","i86752",48,"s84672",2021-11-15
"86605","c00016","i86777",84,"s84673",2021-11-15
"86606","c00097","i86746",90,"s84674",2021-11-15
"86616","c00508","i86594",117,"s84890",2021-11-16
"86617","c00539","i86602",162,"s84891",2021-11-16
"86618","c00826","i86748",162,"s84892",2021-11-16
"86619","c00655","i86592",336,"s84893",2021-11-16
"86620","c00486","i86664",198,"s84894",2021-11-16
"86621","c00644","i86657",378,"s84895",2021-11-16
"86622","c00904","i86682",84,"s84896",2021-11-16
"86623","c00445","i86575",150,"s84897",2021-11-16
"86624","c00311","i86601",186,"s84898",2021-11-16
"86625","c00255","i86574",87,"s84899",2021-11-16
"86641","c00763","i86713",120,"s85142",2021-11-17
"86642","c00647","i86580",78,"s85143",2021-11-17
"86643","c00113","i86731",144,"s85144",2021-11-17
"86644","c00680","i86796",310,"s85145",2021-11-17
"86645","c00279","i86786",124,"s85146",2021-11-17
"86646","c00088","i86608",186,"s85147",2021-11-17
"86647","c00122","i86778",99,"s85148",2021-11-17
"86656","c00156","i86628",180,"s85344",2021-11-18
"86657","c00189","i86792",92,"s85345",2021-11-18
"86658","c00938","i86715",100,"s85346",2021-11-18
"86659","c00715","i86616",35,"s85347",2021-11-18
"86660","c00666","i86754",160,"s85348",2021-11-18
"86661","c00051","i86737",204,"s85349",2021-11-18
"86662","c00245","i86604",204,"s85350",2021-11-18
"86663","c00347","i86701",0,"s85351",2021-11-18
"86664","c00721","i86606",0,"s85352",2021-11-18
"86665","c00819","i86603",72,"s85353",2021-11-18
"86667","c00591","i86561",68,"s85355",2021-11-18
"86678","c00518","i86751",0,"s85601",2021-11-19
"86679","c00781","i86671",30,"s85602",2021-11-19
"86680","c00153","i86572",57,"s85603",2021-11-19
"86681","c00248","i86564",0,"s85604",2021-11-19
"86682","c00221","i86763",290,"s85605",2021-11-19
"86684","c00803","i86798",144,"s85607",2021-11-19
"86685","c00311","i86658",90,"s85608",2021-11-19
"86686","c00302","i86735",75,"s85609",2021-11-19
"86695","c00670","i86706",66,"s85876",2021-11-20
"86696","c00857","i86782",216,"s85877",2021-11-20
"86697","c00428","i86757",243,"s85878",2021-11-20
"86698","c00261","i86774",93,"s85879",2021-11-20
"86699","c00355","i86702",0,"s85880",2021-11-20
"86700","c00544","i86708",88,"s85881",2021-11-20
"86701","c00852","i86643",96,"s85882",2021-11-20
"86702","c00545","i86576",0,"s85883",2021-11-20
"86707","c00702","i86689",25,"s86148",2021-11-21
"86708","c00566","i86638",87,"s86149",2021-11-21
"86710","c00436","i86761",164,"s86151",2021-11-21
"86711","c00803","i86775",111,"s86152",2021-11-21
"86720","c00702","i86625",312,"s86393",2021-11-22
"86721","c00092","i86588",132,"s86394",2021-11-22
"86722","c00174","i86760",42,"s86395",2021-11-22
"86723","c00891","i86721",99,"s86396",2021-11-22
"86724","c00325","i86770",136,"s86397",2021-11-22
"86733","c00827","i86767",468,"s86648",2021-11-23
"86734","c00496","i86793",64,"s86649",2021-11-23
"86735","c00040","i86629",123,"s86650",2021-11-23
"86738","c00398","i86649",300,"s86887",2021-11-24
"86739","c00785","i86633",156,"s86888",2021-11-24
"86740","c00933","i86797",416,"s86889",2021-11-24
"86741","c00903","i86679",204,"s86890",2021-11-24
"86751","c00647","i86787",0,"s87414",2021-11-26
"86752","c00124","i86716",279,"s87415",2021-11-26
"86766","c00242","i86640",57,"s88222",2021-11-29
"86767","c00880","i86724",735,"s88223",2021-11-29
"86771","c00533","i86783",0,"s88459",2021-11-30
"86772","c00545","i86780",64,"s88460",2021-11-30
"86775","c00678","i86740",156,"s88720",2021-12-01
"86776","c00383","i86590",792,"s88721",2021-12-01
"86777","c00210","i86680",120,"s89294",2021-12-03
"86780","c00056","i86712",96,"s89609",2021-12-04
"86783","c00352","i86615",360,"s90149",2021-12-06
"86791","c00001","i86686",0,"s91538",2021-12-11
"86795","c00403","i86772",124,"s92379",2021-12-14
"86800","c00188","i86675",125,"s94520",2021-12-22
"86801","c00124","i86583",408,"s98015",2022-01-04
"86802","c00375","i86577",272,"s98631",2022-01-08
"86807","c00636","i86868",114,"s84434",2021-11-14
"86808","c00134","i86861",0,"s84435",2021-11-14
"86809","c00974","i87052",390,"s84436",2021-11-14
"86810","c00285","i86955",420,"s84437",2021-11-14
"86811","c00294","i87041",189,"s84438",2021-11-14
"86825","c00448","i87002",192,"s84688",2021-11-15
"86826","c00313","i87026",270,"s84689",2021-11-15
"86827","c00448","i86998",52,"s84690",2021-11-15
"86828","c00582","i86875",272,"s84691",2021-11-15
"86829","c00531","i86960",288,"s84692",2021-11-15
"86830","c00997","i87038",112,"s84693",2021-11-15
"86831","c00606","i86916",240,"s84694",2021-11-15
"86832","c00544","i86967",51,"s84695",2021-11-15
"86833","c00047","i86920",132,"s84696",2021-11-15
"86844","c00076","i86932",444,"s84911",2021-11-16
"86845","c00607","i86879",120,"s84912",2021-11-16
"86846","c00257","i86918",96,"s84913",2021-11-16
"86847","c00130","i86891",58,"s84914",2021-11-16
"86848","c00124","i87046",69,"s84915",2021-11-16
"86849","c00586","i86852",240,"s84916",2021-11-16
"86850","c00693","i86959",465,"s84917",2021-11-16
"86851","c00090","i86898",108,"s84918",2021-11-16
"86852","c00272","i87043",405,"s84919",2021-11-16
"86853","c00012","i87053",96,"s84920",2021-11-16
"86854","c00644","i86849",408,"s84921",2021-11-16
"86855","c00196","i87007",136,"s84922",2021-11-16
"86862","c00020","i86872",192,"s85155",2021-11-17
"86863","c00149","i86822",495,"s85156",2021-11-17
"86864","c00954","i86925",128,"s85157",2021-11-17
"86865","c00140","i86917",108,"s85158",2021-11-17
"86866","c00061","i86845",168,"s85159",2021-11-17
"86867","c00097","i86864",152,"s85160",2021-11-17
"86868","c00357","i86810",84,"s85161",2021-11-17
"86882","c00962","i86921",0,"s85369",2021-11-18
"86883","c00954","i87020",112,"s85370",2021-11-18
"86884","c00652","i86968",120,"s85371",2021-11-18
"86885","c00140","i86982",112,"s85372",2021-11-18
"86900","c00060","i87056",174,"s85624",2021-11-19
"86901","c00378","i86903",84,"s85625",2021-11-19
"86902","c00211","i87013",62,"s85626",2021-11-19
"86903","c00566","i86909",48,"s85627",2021-11-19
"86904","c00409","i86809",96,"s85628",2021-11-19
"86905","c00174","i87037",0,"s85629",2021-11-19
"86907","c00552","i86860",96,"s85631",2021-11-19
"86908","c00848","i86881",40,"s85632",2021-11-19
"86917","c00385","i86983",456,"s85892",2021-11-20
"86918","c00615","i86813",0,"s85893",2021-11-20
"86919","c00461","i86878",168,"s85894",2021-11-20
"86920","c00662","i87017",192,"s85895",2021-11-20
"86921","c00151","i87064",435,"s85896",2021-11-20
"86922","c00221","i86839",164,"s85897",2021-11-20
"86923","c00770","i86830",0,"s85898",2021-11-20
"86924","c00364","i86979",0,"s85899",2021-11-20
"86925","c00949","i87030",0,"s85900",2021-11-20
"86934","c00119","i86869",26,"s86161",2021-11-21
"86935","c00267","i86946",186,"s86162",2021-11-21
"86936","c00549","i86856",34,"s86163",2021-11-21
"86937","c00519","i86974",280,"s86164",2021-11-21
"86938","c00647","i87012",192,"s86165",2021-11-21
"86939","c00807","i87028",336,"s86166",2021-11-21
"86940","c00271","i86844",0,"s86167",2021-11-21
"86941","c00068","i86851",96,"s86168",2021-11-21
"86953","c00660","i86954",58,"s86409",2021-11-22
"86961","c00134","i86848",96,"s86658",2021-11-23
"86962","c00217","i86834",0,"s86659",2021-11-23
"86968","c00144","i86970",150,"s86896",2021-11-24
"86969","c00922","i86821",0,"s86897",2021-11-24
"86970","c00405","i86958",0,"s86898",2021-11-24
"86971","c00555","i86843",0,"s86899",2021-11-24
"86974","c00547","i87036",184,"s87154",2021-11-25
"86975","c00726","i86850",112,"s87155",2021-11-25
"86976","c00514","i87014",0,"s87156",2021-11-25
"86977","c00541","i87000",60,"s87157",2021-11-25
"86978","c00253","i87066",333,"s87158",2021-11-25
"86982","c00806","i86873",336,"s87419",2021-11-26
"86983","c00569","i86908",228,"s87420",2021-11-26
"86984","c00389","i86977",270,"s87421",2021-11-26
"86985","c00196","i86999",0,"s87422",2021-11-26
"86986","c00792","i86911",207,"s87423",2021-11-26
"86990","c00455","i86877",348,"s87683",2021-11-27
"86995","c00026","i86915",78,"s87971",2021-11-28
"87000","c00579","i86890",296,"s88228",2021-11-29
"87001","c00255","i86816",0,"s88229",2021-11-29
"87002","c00815","i87032",176,"s88230",2021-11-29
"87003","c00983","i86965",460,"s88231",2021-11-29
"87007","c00100","i86820",0,"s88464",2021-11-30
"87008","c00163","i87051",132,"s88465",2021-11-30
"87009","c00160","i86902",150,"s88722",2021-12-01
"87010","c00530","i86865",62,"s88723",2021-12-01
"87011","c00385","i87027",0,"s88724",2021-12-01
"87012","c00721","i86942",315,"s88725",2021-12-01
"87013","c00448","i87006",0,"s88726",2021-12-01
"87018","c00277","i87003",224,"s89004",2021-12-02
"87019","c00347","i86837",234,"s89005",2021-12-02
"87020","c00215","i86961",69,"s89006",2021-12-02
"87026","c00528","i86855",62,"s89300",2021-12-03
"87027","c00495","i86978",0,"s89301",2021-12-03
"87028","c00167","i87047",19,"s89302",2021-12-03
"87032","c00412","i86912",44,"s89613",2021-12-04
"87033","c00263","i86926",306,"s89614",2021-12-04
"87036","c00084","i86953",310,"s89895",2021-12-05
"87037","c00141","i87016",96,"s89896",2021-12-05
"87039","c00529","i87001",252,"s90151",2021-12-06
"87040","c00624","i87044",80,"s90152",2021-12-06
"87041","c00042","i86818",66,"s90153",2021-12-06
"87046","c00155","i86876",120,"s90456",2021-12-07
"87047","c00685","i87019",75,"s90457",2021-12-07
"87050","c00219","i86874",117,"s90753",2021-12-08
"87058","c00706","i86880",256,"s92381",2021-12-14
"87062","c00378","i86841",104,"s92934",2021-12-16
"87064","c00656","i86995",99,"s93200",2021-12-17
"87065","c00908","i87034",252,"s93201",2021-12-17
"87067","c00265","i86836",0,"s94007",2021-12-20
"87068","c00304","i87058",108,"s95360",2021-12-25
"87073","c00857","i87254",232,"s84699",2021-11-15
"87074","c00644","i87103",0,"s84700",2021-11-15
"87075","c00168","i87293",56,"s84701",2021-11-15
"87086","c00387","i87126",27,"s84933",2021-11-16
"87087","c00673","i87186",384,"s84934",2021-11-16
"87088","c00009","i87105",384,"s84935",2021-11-16
"87089","c00271","i87282",105,"s84936",2021-11-16
"87090","c00484","i87151",370,"s84937",2021-11-16
"87091","c00083","i87087",112,"s84938",2021-11-16
"87092","c00960","i87290",270,"s84939",2021-11-16
"87093","c00608","i87213",75,"s84940",2021-11-16
"87094","c00733","i87277",336,"s84941",2021-11-16
"87095","c00912","i87165",48,"s84942",2021-11-16
"87096","c00035","i87143",210,"s84943",2021-11-16
"87098","c00555","i87225",58,"s84945",2021-11-16
"87100","c00322","i87276",348,"s84947",2021-11-16
"87101","c00185","i87314",72,"s84948",2021-11-16
"87102","c00511","i87172",288,"s84949",2021-11-16
"87103","c00257","i87171",76,"s84950",2021-11-16
"87115","c00912","i87241",132,"s85173",2021-11-17
"87116","c00201","i87214",150,"s85174",2021-11-17
"87117","c00614","i87156",54,"s85175",2021-11-17
"87118","c00513","i87194",108,"s85176",2021-11-17
"87119","c00264","i87106",0,"s85177",2021-11-17
"87120","c00378","i87073",0,"s85178",2021-11-17
"87121","c00367","i87233",60,"s85179",2021-11-17
"87122","c00724","i87193",84,"s85180",2021-11-17
"87123","c00010","i87071",450,"s85181",2021-11-17
"87124","c00055","i87256",104,"s85182",2021-11-17
"87125","c00291","i87291",0,"s85183",2021-11-17
"87133","c00003","i87184",432,"s85380",2021-11-18
"87134","c00955","i87243",360,"s85381",2021-11-18
"87135","c00078","i87286",246,"s85382",2021-11-18
"87136","c00865","i87077",138,"s85383",2021-11-18
"87137","c00433","i87252",312,"s85384",2021-11-18
"87138","c00999","i87272",180,"s85385",2021-11-18
"87139","c00386","i87235",108,"s85386",2021-11-18
"87140","c00113","i87118",360,"s85387",2021-11-18
"87141","c00483","i87244",210,"s85388",2021-11-18
"87142","c00131","i87153",232,"s85389",2021-11-18
"87143","c00055","i87267",270,"s85390",2021-11-18
"87144","c00989","i87273",216,"s85391",2021-11-18
"87145","c00340","i87086",210,"s85392",2021-11-18
"87146","c00491","i87224",224,"s85393",2021-11-18
"87147","c00837","i87300",336,"s85394",2021-11-18
"87157","c00247","i87177",225,"s85642",2021-11-19
"87158","c00406","i87322",198,"s85643",2021-11-19
"87159","c00443","i87207",144,"s85644",2021-11-19
"87160","c00474","i87158",46,"s85645",2021-11-19
"87170","c00465","i87188",384,"s85910",2021-11-20
"87171","c00516","i87221",23,"s85911",2021-11-20
"87172","c00764","i87301",126,"s85912",2021-11-20
"87173","c00362","i87255",152,"s85913",2021-11-20
"87174","c00420","i87275",76,"s85914",2021-11-20
"87175","c00783","i87287",224,"s85915",2021-11-20
"87176","c00671","i87223",112,"s85916",2021-11-20
"87177","c00053","i87134",216,"s85917",2021-11-20
"87187","c00806","i87209",93,"s86177",2021-11-21
"87188","c00762","i87307",120,"s86178",2021-11-21
"87189","c00314","i87145",56,"s86179",2021-11-21
"87190","c00922","i87142",63,"s86180",2021-11-21
"87191","c00361","i87173",492,"s86181",2021-11-21
"87201","c00417","i87250",124,"s86419",2021-11-22
"87202","c00026","i87187",132,"s86420",2021-11-22
"87203","c00445","i87249",186,"s86421",2021-11-22
"87204","c00220","i87294",72,"s86422",2021-11-22
"87205","c00081","i87099",0,"s86423",2021-11-22
"87206","c00922","i87141",144,"s86424",2021-11-22
"87207","c00977","i87116",280,"s86425",2021-11-22
"87208","c00465","i87189",180,"s86426",2021-11-22
"87211","c00383","i87075",123,"s86662",2021-11-23
"87212","c00658","i87082",120,"s86663",2021-11-23
"87213","c00404","i87258",60,"s86664",2021-11-23
"87214","c00645","i87111",228,"s86665",2021-11-23
"87215","c00428","i87091",124,"s86666",2021-11-23
"87223","c00376","i87201",144,"s86907",2021-11-24
"87224","c00210","i87168",84,"s86908",2021-11-24
"87225","c00208","i87247",243,"s86909",2021-11-24
"87226","c00826","i87101",444,"s86910",2021-11-24
"87227","c00889","i87297",0,"s86911",2021-11-24
"87231","c00353","i87150",100,"s87162",2021-11-25
"87232","c00855","i87279",27,"s87163",2021-11-25
"87233","c00666","i87125",360,"s87164",2021-11-25
"87234","c00982","i87083",680,"s87165",2021-11-25
"87235","c00784","i87076",164,"s87166",2021-11-25
"87236","c00624","i87259",70,"s87167",2021-11-25
"87237","c00443","i87292",240,"s87168",2021-11-25
"87242","c00711","i87090",0,"s87428",2021-11-26
"87243","c00891","i87128",180,"s87429",2021-11-26
"87244","c00948","i87181",120,"s87430",2021-11-26
"87251","c00960","i87112",0,"s87690",2021-11-27
"87255","c00691","i87144",420,"s87975",2021-11-28
"87256","c00765","i87238",0,"s87976",2021-11-28
"87261","c00366","i87164",348,"s88235",2021-11-29
"87264","c00108","i87100",36,"s88468",2021-11-30
"87265","c00371","i87304",56,"s88469",2021-11-30
"87266","c00888","i87268",0,"s88470",2021-11-30
"87271","c00291","i87121",360,"s88731",2021-12-01
"87272","c00580","i87308",288,"s88732",2021-12-01
"87273","c00764","i87088",0,"s89007",2021-12-02
"87274","c00031","i87081",140,"s89303",2021-12-03
"87275","c00007","i87174",36,"s89304",2021-12-03
"87278","c00867","i87093",120,"s89617",2021-12-04
"87283","c00529","i87197",372,"s89901",2021-12-05
"87284","c00323","i87283",0,"s89902",2021-12-05
"87285","c00393","i87302",124,"s89903",2021-12-05
"87288","c00744","i87315",375,"s90156",2021-12-06
"87292","c00354","i87264",76,"s90461",2021-12-07
"87294","c00525","i87253",38,"s90755",2021-12-08
"87295","c00703","i87170",152,"s90756",2021-12-08
"87297","c00303","i87092",300,"s91036",2021-12-09
"87300","c00811","i87219",58,"s91295",2021-12-10
"87305","c00948","i87133",248,"s91544",2021-12-11
"87307","c00653","i87296",88,"s91821",2021-12-12
"87308","c00733","i87110",93,"s91822",2021-12-12
"87312","c00545","i87132",288,"s92383",2021-12-14
"87313","c00341","i87166",72,"s92384",2021-12-14
"87315","c00759","i87320",200,"s92936",2021-12-16
"87319","c00853","i87218",56,"s94521",2021-12-22
"87320","c00508","i87257",140,"s94522",2021-12-22
"87328","c00899","i87454",96,"s84956",2021-11-16
"87329","c00391","i87369",324,"s84957",2021-11-16
"87330","c00497","i87370",0,"s84958",2021-11-16
"87342","c00766","i87346",100,"s85195",2021-11-17
"87343","c00650","i87345",264,"s85196",2021-11-17
"87344","c00507","i87430",264,"s85197",2021-11-17
"87345","c00527","i87463",162,"s85198",2021-11-17
"87346","c00065","i87440",156,"s85199",2021-11-17
"87359","c00893","i87423",0,"s85407",2021-11-18
"87360","c00845","i87436",0,"s85408",2021-11-18
"87361","c00809","i87329",120,"s85409",2021-11-18
"87363","c00859","i87415",90,"s85411",2021-11-18
"87364","c00096","i87324",0,"s85412",2021-11-18
"87374","c00808","i87518",243,"s85655",2021-11-19
"87375","c00759","i87523",0,"s85656",2021-11-19
"87376","c00103","i87569",124,"s85657",2021-11-19
"87377","c00404","i87359",420,"s85658",2021-11-19
"87378","c00683","i87413",156,"s85659",2021-11-19
"87379","c00307","i87572",285,"s85660",2021-11-19
"87380","c00364","i87564",186,"s85661",2021-11-19
"87381","c00943","i87565",78,"s85662",2021-11-19
"87383","c00396","i87424",168,"s85664",2021-11-19
"87384","c00229","i87558",22,"s85665",2021-11-19
"87385","c00073","i87384",210,"s85666",2021-11-19
"87399","c00190","i87351",288,"s85932",2021-11-20
"87400","c00908","i87473",138,"s85933",2021-11-20
"87401","c00762","i87375",56,"s85934",2021-11-20
"87402","c00589","i87391",50,"s85935",2021-11-20
"87403","c00108","i87486",270,"s85936",2021-11-20
"87404","c00802","i87444",30,"s85937",2021-11-20
"87405","c00144","i87406",0,"s85938",2021-11-20
"87406","c00559","i87414",0,"s85939",2021-11-20
"87407","c00637","i87469",320,"s85940",2021-11-20
"87408","c00367","i87507",0,"s85941",2021-11-20
"87417","c00118","i87535",52,"s86190",2021-11-21
"87419","c00141","i87522",0,"s86192",2021-11-21
"87420","c00172","i87411",186,"s86193",2021-11-21
"87421","c00493","i87483",128,"s86194",2021-11-21
"87422","c00258","i87431",123,"s86195",2021-11-21
"87423","c00055","i87481",100,"s86196",2021-11-21
"87431","c00496","i87434",84,"s86434",2021-11-22
"87432","c00257","i87575",100,"s86435",2021-11-22
"87433","c00522","i87403",272,"s86436",2021-11-22
